detector,alpha,TPR,FPR,Precision,F1,mean_score,std_score,TNR,AUC_TPR,alpha@80%TPR,TPR@alpha=0.5,AUC_ROC
kl,0.4,1.0,0.0,1.0,1.0,304.12542375027505,28.20982347993498,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
kl,0.5,1.0,0.0,1.0,1.0,473.2124023384233,23.3331853407583,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
kl,0.6,1.0,0.0,1.0,1.0,647.8959385643956,21.664402979583688,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
kl,0.7,1.0,0.0,1.0,1.0,826.2167771744502,19.56487062013533,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
kl,0.8,1.0,0.0,1.0,1.0,999.3475400945767,20.628500075628832,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
kl,0.9,1.0,0.0,1.0,1.0,1172.3453454120092,18.187900658294303,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
kl,0.95,1.0,0.0,1.0,1.0,1256.4291122559448,19.103768412483547,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
kl,1.0,1.0,0.0,1.0,1.0,1344.3971666738018,18.365968160583627,0.9299999999999999,0.72705,0.4,1.0,0.7189642857142857
embedding,0.0,0.0,0.06,0.06,0.06,0.005901708300593738,0.004080623302611127,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.02,0.95,0.05,0.95,0.9500000000000001,0.026093348357013994,0.0071340625863728245,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.05,1.0,0.0,1.0,1.0,0.06671044745449299,0.006923226439212895,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.08,1.0,0.0,1.0,1.0,0.10750662166395943,0.0070547753449024565,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.1,1.0,0.0,1.0,1.0,0.13482035521059746,0.0069433114427959386,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.2,1.0,0.0,1.0,1.0,0.27086426862799157,0.006979146705127032,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.3,1.0,0.0,1.0,1.0,0.4074069190735136,0.006568648658733972,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.4,1.0,0.0,1.0,1.0,0.5438194793344401,0.006345164741633272,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.5,1.0,0.0,1.0,1.0,0.6797250286826834,0.006670383208940585,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.6,1.0,0.0,1.0,1.0,0.8156435466036688,0.00703008483185019,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.7,1.0,0.0,1.0,1.0,0.9517630656876814,0.007441430401493063,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.8,1.0,0.0,1.0,1.0,1.0873593557147039,0.007495605767115896,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.9,1.0,0.0,1.0,1.0,1.2235062949641966,0.007254483695535597,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,0.95,1.0,0.0,1.0,1.0,1.2912462816480155,0.007235595510621471,0.94,0.98875,0.02,1.0,0.9995928571428572
embedding,1.0,1.0,0.0,1.0,1.0,1.359451275894896,0.007290411780108725,0.94,0.98875,0.02,1.0,0.9995928571428572
evidently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.02,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.08,0.02,0.98,0.02,0.02,0.0016,0.012547509713086494,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.1,0.13,0.87,0.13,0.13,0.0114,0.03613917541948073,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.9,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,0.95,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
evidently,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8583000000000001,0.2,1.0,0.8625
