detector,alpha,TPR,FPR,Precision,F1,mean_score,std_score,TNR,AUC_TPR,alpha@80%TPR,TPR@alpha=0.5,AUC_ROC
evidently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.15,1.0,0.875
evidently,0.02,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.875,0.15,1.0,0.875
evidently,0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.875,0.15,1.0,0.875
evidently,0.08,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.875,0.15,1.0,0.875
evidently,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.875,0.15,1.0,0.875
evidently,0.15,1.0,0.0,1.0,1.0,0.0714285714285714,2.7755575615628914e-17,1.0,0.875,0.15,1.0,0.875
evidently,0.2,1.0,0.0,1.0,1.0,0.0714285714285714,2.7755575615628914e-17,1.0,0.875,0.15,1.0,0.875
evidently,0.3,1.0,0.0,1.0,1.0,0.12499999999999993,0.032537262782658206,1.0,0.875,0.15,1.0,0.875
evidently,0.4,1.0,0.0,1.0,1.0,0.18928571428571428,0.03829930462415574,1.0,0.875,0.15,1.0,0.875
evidently,0.5,1.0,0.0,1.0,1.0,0.28999999999999987,0.02824817133326456,1.0,0.875,0.15,1.0,0.875
evidently,0.6,1.0,0.0,1.0,1.0,0.46857142857142864,0.047723694538543054,1.0,0.875,0.15,1.0,0.875
evidently,0.7,1.0,0.0,1.0,1.0,0.5714285714285712,2.220446049250313e-16,1.0,0.875,0.15,1.0,0.875
evidently,0.8,1.0,0.0,1.0,1.0,0.6392857142857146,0.015567496226930991,1.0,0.875,0.15,1.0,0.875
evidently,0.85,1.0,0.0,1.0,1.0,0.672142857142857,0.0351309503638798,1.0,0.875,0.15,1.0,0.875
evidently,0.9,1.0,0.0,1.0,1.0,0.7164285714285712,0.012184801506594269,1.0,0.875,0.15,1.0,0.875
evidently,0.95,1.0,0.0,1.0,1.0,0.7650000000000002,0.03241157515582407,1.0,0.875,0.15,1.0,0.875
evidently,1.0,1.0,0.0,1.0,1.0,0.785714285714286,3.3306690738754696e-16,1.0,0.875,0.15,1.0,0.875
